title,hb_publish_date,author,publisher,isbn_10,isbn_13,pages,tags,time_period,region,historical_sphere,country,tags_bespoke,prizes,tag_emojis,review_url,review_stars
Sexed: A History of British Feminism,26/8/2024,Susanna Rustin,Polity,1509559116,9781509559114,,🥐 Europe,🕯️ Cultural,🚽 Social,🇬🇧 UK,🏭 Late Modern,🏗️ Contemporary,Late Modern, Contemporary,Europe,Cultural, Social,🇬🇧,,,🥐, 🕯️, 🚽, 🇬🇧, 🏭, 🏗️,,
History Hit Guide to Medieval England: From the Vikings to the Tudors - and Everything in Between,27/6/2024,History Hit,Hodder & Stoughton,1399726137,9781399726139,,🥐 Europe,🇬🇧 UK,🏰 Middle Ages,👑 Political,🚽 Social,Middle Ages,Europe,Political, Social,🇬🇧,,,🥐, 🇬🇧, 🏰, 👑, 🚽,,
Jerusalem Through the Ages: From Its Beginnings to the Crusades,26/6/2024,Jodi Magness,Oxford University Press,0190937807,9780190937805,641,🍜 Asia,👑 Political,🚽 Social,⛩️ All periods,All periods,Asia,Political, Social,,,,🍜, 👑, 🚽, ⛩️,,
Vertigo: The Rise and Fall of Weimar Germany,20/6/2024,Harald Jähner,W H Allen,075355996X,9780753559963,,🥐 Europe,🇩🇪 Germany,👑 Political,🏭 Late Modern,Late Modern,Europe,Political,🇩🇪,,,🥐, 🇩🇪, 👑, 🏭,,
To the Ends of the Earth: How Ancient Explorers, Scientists, and Traders Connected the World,19/6/2024,Raimund J Schulz, Robert Savage,Oxford University Press,019766802X,9780197668023,561,🥐 Europe,🏛️ Ancient,🕯️ Cultural,Ancient,Europe,Cultural,,,,🥐, 🏛️, 🕯️,,
The Fall: Last Days of the English Republic,18/6/2024,Henry Reece,Yale University Press,030021149X,9780300211498,473,🥐 Europe,⛪ Early Modern,👑 Political,🇬🇧 UK,Early Modern,Europe,Political,🇬🇧,,,🥐, ⛪, 👑, 🇬🇧,,
Italy Reborn: From Fascism to Democracy,13/6/2024,Mark Gilbert,Allen Lane,0241483603,9780241483602,,🥐 Europe,🇮🇹 Italy,👑 Political,🏗️ Contemporary,Contemporary,Europe,Political,🇮🇹,,,🥐, 🇮🇹, 👑, 🏗️,,
Civilisation, An Unnatural History: How Human Nature Shaped Our Past and Imperils Our Future,13/6/2024,Harvey Whitehouse,Hutchinson Heinemann,1529152224,9781529152227,,🍭 Global,🐵 Evolutionary,⛩️ All periods,All periods,Global,Evolutionary,,,,🍭, 🐵, ⛩️,,
Inside the Stargazer's Palace: The Transformation of Science in 16th-Century Northern Europe,13/6/2024,Violet Moller,Oneworld Publications,0861547527,9780861547524,,🥐 Europe,🕯️ Cultural,⛪ Early Modern,Early Modern,Europe,Cultural,,,,🥐, 🕯️, ⛪,,
Spycraft: Tricks and Tools of the Dangerous Trade from Elizabeth I to the Restoration,11/6/2024,Nadine Akkerman, Pete Langman,Yale University Press,0300267541,9780300267549,367,🥐 Europe,🕯️ Cultural,🇬🇧 UK,⛪ Early Modern,Early Modern,Europe,Cultural,🇬🇧,,,🥐, 🕯️, 🇬🇧, ⛪,,
How the West Became Antisemitic: Jews and the Formation of Europe, 800–1500,11/6/2024,Ivan G. Marcus,Princeton University Press,0691258201,9780691258201,384,🥐 Europe,🏰 Middle Ages,🚽 Social,🕯️ Cultural,Middle Ages,Europe,Social, Cultural,,,,🥐, 🏰, 🚽, 🕯️,,
Medieval Saints and Their Sins: A New History of the Middle Ages Through Saints and Their Stories,4/6/2024,Luke Daly,Pen and Sword History,1399050621,9781399050623,,🥐 Europe,🏰 Middle Ages,🕯️ Cultural,Middle Ages,Europe,Cultural,,,,🥐, 🏰, 🕯️,,
The Missing Thread: How Women Shaped the Course of Ancient History,23/5/2024,Daisy Dunn,Weidenfeld & Nicolson,1474615619,9781474615617,,🏛️ Ancient,🥐 Europe,👑 Political,Ancient,Europe,Political,,,,🏛️, 🥐, 👑,,
Bennelong and Phillip: A Relationship Unravelled,23/5/2024,Kate Fullagar,Scribner Australia,1761108174,9781761108174,,🍤 Australasia,🇦🇺 Australia,🚽 Social,🏭 Late Modern,Late Modern,Australasia,Social,🇦🇺,,,🍤, 🇦🇺, 🚽, 🏭,,
Out of One, Many: Ancient Greek Ways of Thought and Culture,21/5/2024,Jennifer T. Roberts,Princeton University Press,0691181470,9780691181479,464,🏛️ Ancient,🇬🇷 Greece,🥐 Europe,🚽 Social,Ancient,Europe,Social,🇬🇷,,,🏛️, 🇬🇷, 🥐, 🚽,,
Spice: The 16th-Century Contest that Shaped the Modern World,14/5/2024,Roger Crowley,Yale University Press,0300267479,9780300267471,329,🥐 Europe,🍜 Asia,💰 Economic,👑 Political,⛪ Early Modern,Early Modern,Europe, Asia,Economic, Political,,,,🥐, 🍜, 💰, 👑, ⛪,,
Yale and Slavery: A History,14/5/2024,David W Blight,Yale University Press,0300273843,9780300273847,,🏭 Late Modern,🍔 North America,🇺🇸 USA,🕯️ Cultural,Late Modern,North America,Cultural,🇺🇸,,,🏭, 🍔, 🇺🇸, 🕯️,,
Cypria: A Journey to the Heart of the Mediterranean,9/5/2024,Alex Christofi,Bloomsbury Continuum,1399401882,9781399401883,,⛩️ All periods,🥐 Europe,👑 Political,🇨🇾 Cyprus,All periods,Europe,Political,🇨🇾,,,⛩️, 🥐, 👑, 🇨🇾,,
Nepal: A History from the Earliest Times to the Present,7/5/2024,Axel Michaels,Oxford University Press,0197650937,9780197650936,433,🇳🇵 Nepal,⛩️ All periods,🍜 Asia,👑 Political,All periods,Asia,Political,🇳🇵,,,🇳🇵, ⛩️, 🍜, 👑,,
A History of the Muslim World: From Its Origins to the Dawn of Modernity,7/5/2024,Michael A. Cook,Princeton University Press,0691236577,9780691236575,960,⛩️ All periods,🍭 Global,🕯️ Cultural,All periods,Global,Cultural,,,,⛩️, 🍭, 🕯️,,
Zhou Enlai: A Life,7/5/2024,Jian Chen,Harvard University Press,0674659589,9780674659582,841,🏗️ Contemporary,🍜 Asia,🇨🇳 China,👑 Political,Contemporary,Asia,Political,🇨🇳,,,🏗️, 🍜, 🇨🇳, 👑,,
The Damascus Events: The 1860 Massacre and the Destruction of the Old Ottoman World,2/5/2024,Eugene Rogan,Allen Lane,0241646901,9780241646908,,🍜 Asia,🏭 Late Modern,🚽 Social,👑 Political,🇸🇾 Syria,Late Modern,Asia,Social, Political,🇸🇾,,,🍜, 🏭, 🚽, 👑, 🇸🇾,,
Our Island Stories: Country Walks Through Colonial Britain,2/5/2024,Corinne Fowler,Allen Lane,0241561639,9780241561638,,🇬🇧 UK,🥐 Europe,🏭 Late Modern,🚽 Social,Late Modern,Europe,Social,🇬🇧,,,🇬🇧, 🥐, 🏭, 🚽,,
In the Service of the Shogun: The Real Story of William Adams,1/5/2024,Frederik Cryns,Reaktion Books,1789148642,9781789148640,231,⛪ Early Modern,🍜 Asia,🚽 Social,🇯🇵 Japan,Early Modern,Asia,Social,🇯🇵,,,⛪, 🍜, 🚽, 🇯🇵,,
